date,river,raw_water_level
2007-06-01,Buzimba,0.288
2007-07-01,Buzimba,0.2351612903225807
2007-08-01,Buzimba,0.2038709677419356
2007-09-01,Buzimba,0.241
2007-10-01,Buzimba,0.6425806451612901
2007-11-01,Buzimba,0.8206666666666664
2007-12-01,Buzimba,0.8361290322580645
2008-01-01,Buzimba,0.7516129032258064
2008-02-01,Buzimba,0.7037931034482757
2008-03-01,Buzimba,0.7161290322580646
2008-04-01,Buzimba,0.7156666666666668
2008-05-01,Buzimba,
2008-06-01,Buzimba,
2008-07-01,Buzimba,
2008-08-01,Buzimba,
2008-09-01,Buzimba,
2008-10-01,Buzimba,
2008-11-01,Buzimba,0.7882352941176468
2008-12-01,Buzimba,0.7761290322580644
2009-01-01,Buzimba,0.7838709677419355
2009-02-01,Buzimba,0.8639285714285715
2009-03-01,Buzimba,0.831290322580645
2009-04-01,Buzimba,0.8369999999999999
2009-05-01,Buzimba,0.7935483870967744
2009-06-01,Buzimba,0.7726666666666666
2009-07-01,Buzimba,0.6922580645161288
2009-08-01,Buzimba,0.6583870967741935
2009-09-01,Buzimba,0.6523333333333335
2009-10-01,Buzimba,0.7183870967741937
2009-11-01,Buzimba,0.757
2009-12-01,Buzimba,0.7499999999999999
2010-01-01,Buzimba,0.840967741935484
2010-02-01,Buzimba,0.8748148148148147
2010-03-01,Buzimba,
2010-04-01,Buzimba,
2010-05-01,Buzimba,
2010-06-01,Buzimba,
2010-07-01,Buzimba,
2010-08-01,Buzimba,
2010-09-01,Buzimba,
2010-10-01,Buzimba,
2010-11-01,Buzimba,
2010-12-01,Buzimba,
2011-01-01,Buzimba,
2011-02-01,Buzimba,
2011-03-01,Buzimba,
2011-04-01,Buzimba,
2011-05-01,Buzimba,
2011-06-01,Buzimba,
2011-07-01,Buzimba,
2011-08-01,Buzimba,
2011-09-01,Buzimba,
2011-10-01,Buzimba,
2011-11-01,Buzimba,
2011-12-01,Buzimba,
2012-01-01,Buzimba,
2012-02-01,Buzimba,
2012-03-01,Buzimba,
2012-04-01,Buzimba,
2012-05-01,Buzimba,
2012-06-01,Buzimba,
2012-07-01,Buzimba,
2012-08-01,Buzimba,0.3133333333333333
2012-09-01,Buzimba,0.3176666666666666
2012-10-01,Buzimba,0.3387096774193547
2012-11-01,Buzimba,0.3876666666666668
2012-12-01,Buzimba,0.3880645161290323
2013-01-01,Buzimba,0.3958064516129033
2013-02-01,Buzimba,0.3892857142857145
2013-03-01,Buzimba,0.3880645161290325
2013-04-01,Buzimba,0.4986666666666668
2013-05-01,Buzimba,0.4761290322580647
2013-06-01,Buzimba,0.4616666666666667
2013-07-01,Buzimba,0.3083870967741935
2013-08-01,Buzimba,0.2906451612903225
2013-09-01,Buzimba,0.3883333333333335
2013-10-01,Buzimba,0.4019354838709679
2013-11-01,Buzimba,0.412
2013-12-01,Buzimba,0.4703225806451613
